id,power,speed,angle,energy,depth,t_inters
1405.2,5000,0.1667,-10,29.99400119976,1.722,0.274120815836833
1406.2,5000,0.1667,-10,29.99400119976,1.773,0.274120815836833
1407.2,5000,0.1667,-10,29.99400119976,1.565,0.262921055788842
1408.2,5000,0.1667,-10,29.99400119976,1.702,0.260983443311338
1409.2,5000,0.1667,-10,29.99400119976,1.665,0.260983443311338
1410.2,5000,0.1667,-10,29.99400119976,1.542,0.260983443311338
1501.2,3000,0.1667,-15,17.996400719856,0.905,0.278951967606479
1502.2,3000,0.1667,-15,17.996400719856,1.018,0.265802597480504
1503.2,3000,0.1667,-15,17.996400719856,0.829,0.265802597480504
1504.2,3000,0.1667,-15,17.996400719856,1.024,0.278951967606479
1505.2,3000,0.1667,-15,17.996400719856,0.917,0.265802597480504
1506.2,3000,0.1667,-15,17.996400719856,0.757,0.278951967606479
1507.2,3000,0.1667,-15,17.996400719856,0.85,0.275448668266347
1508.2,3000,0.1667,-15,17.996400719856,0.618,0.276894379124175
1509.2,3000,0.1667,-15,17.996400719856,0.71,0.276894379124175
1510.2,3000,0.1667,-15,17.996400719856,0.855,0.275448668266347
1601.2,3500,0.1667,-15,20.995800839832,1.175,0.275334691061788
1602.2,3500,0.1667,-15,20.995800839832,1.129,0.275334691061788
1603.2,3500,0.1667,-15,20.995800839832,1.057,0.263517054589082
1604.2,3500,0.1667,-15,20.995800839832,1.173,0.275334691061788
